Job ID		Partition Type
45595		cpu-opteron
45596		cpu-opteron
45640		cpu-opteron
45642		cpu-opteron
45597		cpu-opteron
45647		cpu-opteron
45598		cpu-opteron
45599		cpu-opteron
45600		cpu-opteron
45649		cpu-opteron
45650		cpu-opteron
45651		cpu-opteron
45652		cpu-opteron
45653		cpu-opteron
45654		cpu-opteron
45655		cpu-opteron
45656		cpu-opteron
45657		cpu-opteron
45658		cpu-opteron
45659		cpu-opteron
45660		cpu-opteron
45662		cpu-opteron
45663		cpu-opteron
45664		cpu-opteron
45665		cpu-opteron
45666		cpu-opteron
45667		cpu-opteron
45668		cpu-opteron
45669		cpu-opteron
45670		cpu-opteron
45671		cpu-opteron
45672		cpu-opteron
45673		cpu-opteron
45674		cpu-opteron
45675		cpu-opteron
45676		cpu-opteron
45677		cpu-opteron
45678		cpu-opteron
45679		cpu-opteron
45680		cpu-opteron
45681		cpu-opteron
45682		cpu-opteron
45683		cpu-opteron
45684		cpu-opteron
45685		cpu-opteron
45687		cpu-opteron
45686		cpu-opteron
45690		cpu-opteron
45689		cpu-opteron
45696		cpu-opteron
45698		cpu-opteron
45699		cpu-opteron
45700		cpu-opteron
45697		cpu-opteron
45688		cpu-opteron
45703		cpu-opteron
45707		cpu-opteron
45708		cpu-opteron
45709		cpu-opteron
45710		cpu-opteron
45711		cpu-opteron
45712		cpu-opteron
45713		cpu-opteron
45714		cpu-opteron
45715		cpu-opteron
45716		cpu-opteron
45717		cpu-opteron
45718		cpu-opteron
45719		cpu-opteron
45720		cpu-opteron
45722		cpu-opteron
45723		cpu-opteron
45724		cpu-opteron
45725		cpu-opteron
45726		cpu-opteron
45727		cpu-opteron
45728		cpu-opteron
45729		cpu-opteron
45730		cpu-opteron
45731		cpu-opteron
45732		cpu-opteron
45733		cpu-opteron
45734		cpu-opteron
45735		cpu-opteron
45736		cpu-opteron
45737		cpu-opteron
45738		cpu-opteron
45739		cpu-opteron
45740		cpu-opteron
45741		cpu-opteron
45742		cpu-opteron
45743		cpu-opteron
45744		cpu-opteron
45745		cpu-opteron
45746		cpu-opteron
45747		cpu-opteron
45750		cpu-opteron
45751		cpu-opteron
45752		cpu-opteron
45753		cpu-opteron
45754		cpu-opteron
45755		cpu-opteron
45756		cpu-opteron
45757		cpu-opteron
45758		cpu-opteron
45759		cpu-opteron
45760		cpu-opteron
45761		cpu-opteron
45762		cpu-opteron
45763		cpu-opteron
45764		cpu-opteron
45765		cpu-opteron
45766		cpu-opteron
45767		cpu-opteron
45768		cpu-opteron
45704		cpu-opteron
45784		cpu-opteron
45786		cpu-opteron
45797		cpu-opteron
45798		cpu-opteron
45799		cpu-opteron
45800		cpu-opteron
45801		cpu-opteron
45802		cpu-opteron
45803		cpu-opteron
45807		cpu-opteron
45810		cpu-opteron
45811		cpu-opteron
45813		cpu-opteron
45814		cpu-opteron
45822		cpu-opteron
45823		cpu-opteron
45830		cpu-opteron
45831		cpu-opteron
45832		cpu-opteron
45834		cpu-opteron
45705		cpu-opteron
45835		cpu-opteron
45836		cpu-opteron
45837		cpu-opteron
45838		cpu-opteron
45839		cpu-opteron
45842		cpu-opteron
45845		cpu-opteron
45847		cpu-opteron
45849		cpu-opteron
45850		cpu-opteron
45851		cpu-opteron
45853		cpu-opteron
45854		cpu-opteron
45855		cpu-opteron
45856		cpu-opteron
45857		cpu-opteron
